"","source","site","datetime","value","units","latitude","longitude","sample_depth"
"...280","BROWARD","40","05/25/2021 10:55:00",1.39,"ug/L",26.03485,-80.11713,0.5
"...281","BROWARD","4","05/25/2021 11:10:00",1.78,"ug/L",26.35132,-80.28333,0.5
"...282","BROWARD","89","11/16/2021 12:10:00",2.9,"ug/L",26.229646,-80.281948,0.5
"...283","BROWARD","22","07/10/2017 12:50:00",4.58,"ug/L",26.11607,-80.3166,0.5
"...284","BROWARD","24","07/10/2017 10:25:00",1.34,"ug/L",26.0595,-80.14398,0.5
"...285","BROWARD","128","05/21/2019 09:00:00",5.99,"ug/L",26.06768,-80.18218,0.5
"...286","BROWARD","1","05/01/2017 10:15:00",7.66,"ug/L",26.32555,-80.09015,0.5
"...287","BROWARD","89","02/27/2018 13:00:00",1.74,"ug/L",26.229646,-80.281948,0.5
"...288","BROWARD","20","08/26/2019 12:25:00",4.48,"ug/L",26.08717,-80.18547,0.5
"...289","BROWARD","40","02/20/2020 11:20:00",1.63,"ug/L",26.03485,-80.11713,0.5
"...290","BROWARD","24","03/04/2019 10:20:00",0.627,"ug/L",26.0595,-80.14398,0.5
"...291","BROWARD","24","06/25/2018 10:50:00",1.6,"ug/L",26.0595,-80.14398,0.5
"...292","BROWARD","15","08/18/2022 11:00:00",3.46,"ug/L",26.1183,-80.14363,0.5
"...293","BROWARD","35","03/06/2017 11:35:00",1.68,"ug/L",26.2511,-80.08962,0.5
"...294","BROWARD","64","08/26/2019 10:20:00",12.2,"ug/L",26.12837,-80.17503,0.5
"...295","BROWARD","16","05/03/2017 10:30:00",24.6,"ug/L",26.12202,-80.14653,0.5
"...296","BROWARD","35","05/23/2019 10:40:00",1.09,"ug/L",26.2511,-80.08962,0.5
"...297","BROWARD","125","09/06/2019 11:25:00",2.89,"ug/L",26.1289,-80.11855,0.5
"...298","BROWARD","110","03/11/2019 08:30:00",3.82,"ug/L",26.23132,-80.12687,0.5
"...299","BROWARD","1","02/26/2018 10:30:00",6.5,"ug/L",26.32555,-80.09015,0.5
"...300","BROWARD","89","08/22/2022 13:15:00",3.72,"ug/L",26.229646,-80.281948,0.5
"...301","BROWARD","123","11/07/2022 12:30:00",41,"ug/L",26.09062,-80.17882,0.5
"...302","BROWARD","111","11/07/2022 13:20:00",2.83,"ug/L",26.15322,-80.12933,0.5
"...303","BROWARD","28","11/08/2022 13:48:00",2.5,"ug/L",26.06385,-80.31325,0.5
"...304","BROWARD","40","11/16/2022 11:08:00",1.78,"ug/L",26.03485,-80.11713,0.5
"...305","BROWARD","3","05/12/2022 10:50:00",17.8,"ug/L",26.32783,-80.20302,0.5
"...306","BROWARD","122","03/21/2022 08:00:00",1.15,"ug/L",26.09983,-80.25017,0.5
"...307","BROWARD","121","03/21/2022 12:15:00",1.34,"ug/L",26.13533,-80.20202,0.5
"...308","BROWARD","124","09/06/2019 07:30:00",5.95,"ug/L",26.06565,-80.21588,0.5
"...309","BROWARD","6","08/29/2018 12:20:00",3.05,"ug/L",26.2062,-80.13263,0.5
"...310","BROWARD","2","03/11/2019 09:25:00",6.76,"ug/L",26.3277,-80.13158,0.5
"...311","BROWARD","29","11/08/2018 09:45:00",1.51,"ug/L",26.06153,-80.43357,0.5
"...312","BROWARD","4","09/09/2019 12:10:00",12.6,"ug/L",26.35132,-80.28333,0.5
"...313","BROWARD","20","08/21/2019 13:40:00",10.4,"ug/L",26.08717,-80.18547,0.5
"...314","BROWARD","124","02/26/2020 11:00:00",8.78,"ug/L",26.06565,-80.21588,0.5
"...315","BROWARD","35","02/24/2020 12:15:00",4.06,"ug/L",26.2511,-80.08962,0.5
"...316","BROWARD","121","08/16/2019 13:20:00",0.136,"ug/L",26.13533,-80.20202,0.5
"...317","BROWARD","34","03/16/2022 12:00:00",0.88,"ug/L",26.26352,-80.0824,0.5
"...318","BROWARD","128","03/16/2022 09:50:00",1.16,"ug/L",26.06768,-80.18218,0.5
"...319","BROWARD","40","05/23/2022 10:45:00",2.05,"ug/L",26.03485,-80.11713,0.5
"...320","BROWARD","19","01/22/2020 10:20:00",1.41,"ug/L",26.10898,-80.15908,0.5
"...321","BROWARD","15","02/18/2020 09:55:00",0.675,"ug/L",26.1183,-80.14363,0.5
"...322","BROWARD","40","05/03/2017 10:30:00",1.69,"ug/L",26.03485,-80.11713,0.5
"...323","BROWARD","39","05/23/2022 11:10:00",1.36,"ug/L",26.0655,-80.11408,0.5
"...324","BROWARD","111","03/21/2022 12:20:00",15.7,"ug/L",26.15322,-80.12933,0.5
"...325","BROWARD","64","03/21/2022 11:05:00",23.7,"ug/L",26.12837,-80.17503,0.5
"...326","BROWARD","20","05/16/2022 15:40:00",4.96,"ug/L",26.08717,-80.18547,0.5
"...327","BROWARD","122","05/18/2022 08:45:00",0.54,"ug/L",26.09983,-80.25017,0.5
"...328","BROWARD","11","05/18/2022 10:30:00",14.3,"ug/L",26.1733,-80.17093,0.5
"...329","BROWARD","35","05/18/2022 11:25:00",0.88,"ug/L",26.2511,-80.08962,0.5
"...330","BROWARD","37","05/18/2022 12:15:00",2.29,"ug/L",26.13877,-80.10807,0.5
"...331","BROWARD","112","05/18/2022 13:30:00",3.57,"ug/L",26.16392,-80.12632,0.5
"...332","BROWARD","38","11/05/2018 12:10:00",1.44,"ug/L",26.10265,-80.11868,0.5
"...333","BROWARD","37","02/24/2020 13:50:00",7.44,"ug/L",26.13877,-80.10807,0.5
"...334","BROWARD","89","06/26/2018 12:00:00",3,"ug/L",26.229646,-80.281948,0.5
"...335","BROWARD","64","03/04/2020 13:10:00",3.38,"ug/L",26.12837,-80.17503,0.5
"...336","BROWARD","23","06/25/2018 09:15:00",2.92,"ug/L",26.14965,-80.44182,0.5
"...337","BROWARD","28","11/05/2018 12:25:00",16.6,"ug/L",26.06385,-80.31325,0.5
"...338","BROWARD","124","05/01/2017 09:10:00",24,"ug/L",26.06565,-80.21588,0.5
"...339","BROWARD","17","03/21/2022 11:40:00",6.35,"ug/L",26.13581667,-80.1942,0.5
"...340","BROWARD","12","03/21/2022 09:20:00",0.86,"ug/L",26.17312,-80.18698,0.5
"...341","BROWARD","121","08/18/2022 13:08:00",9.2,"ug/L",26.13533,-80.20202,0.5
"...342","BROWARD","26","08/24/2022 10:55:00",5.85,"ug/L",26.06812,-80.1686,0.5
"...343","BROWARD","16","08/18/2022 11:40:00",22.6,"ug/L",26.12202,-80.14653,0.5
"...344","BROWARD","120","08/22/2022 10:15:00",16,"ug/L",26.32458,-80.099,0.5
"...345","BROWARD","4","08/22/2022 12:15:00",17.3,"ug/L",26.35132,-80.28333,0.5
"...346","BROWARD","1","11/07/2018 11:50:00",6.95,"ug/L",26.32555,-80.09015,0.5
"...347","BROWARD","40","06/27/2018 10:20:00",0.734,"ug/L",26.03485,-80.11713,0.5
"...348","BROWARD","112","08/29/2018 13:30:00",9.08,"ug/L",26.16392,-80.12632,0.5
"...349","BROWARD","38","08/24/2022 12:27:00",1.93,"ug/L",26.10265,-80.11868,0.5
"...350","BROWARD","125","06/13/2023 12:18:00",3.82,"ug/L",26.1289,-80.11855,0.5
"...351","BROWARD","34","03/14/2023 12:04:00",0.36,"ug/L",26.26352,-80.0824,0.5
"...352","BROWARD","35","11/06/2023 11:35:00",1.81,"ug/L",26.2511,-80.08962,0.5
"...353","BROWARD","122","01/22/2020 08:45:00",1.06,"ug/L",26.09983,-80.25017,0.5
"...354","BROWARD","4","11/06/2018 11:05:00",13.4,"ug/L",26.35132,-80.28333,0.5
"...355","BROWARD","28","07/10/2017 12:20:00",12.8,"ug/L",26.06385,-80.31325,0.5
"...356","BROWARD","12","08/22/2023 09:28:00",3.28,"ug/L",26.17312,-80.18698,0.5
"...357","BROWARD","7","11/02/2023 10:25:00",0.58,"ug/L",26.21857,-80.17055,0.5
"...358","BROWARD","64","05/30/2023 10:38:00",12.5,"ug/L",26.12837,-80.17503,0.5
"...359","BROWARD","89","03/06/2023 13:42:00",1.55,"ug/L",26.229646,-80.281948,0.5
"...360","BROWARD","124","03/04/2019 08:25:00",5.75,"ug/L",26.06565,-80.21588,0.5
"...361","BROWARD","40","02/28/2018 10:30:00",1.06,"ug/L",26.03485,-80.11713,0.5
"...362","BROWARD","20","05/30/2019 13:30:00",4.74,"ug/L",26.08717,-80.18547,0.5
"...363","BROWARD","19","07/12/2017 09:10:00",7.16,"ug/L",26.10898,-80.15908,0.5
"...364","BROWARD","121","05/18/2020 12:05:00",9.85,"ug/L",26.13533,-80.20202,0.5
"...365","BROWARD","110","03/06/2023 09:20:00",13.4,"ug/L",26.23132,-80.12687,0.5
"...366","BROWARD","4","03/06/2023 12:50:00",4.78,"ug/L",26.35132,-80.28333,0.5
"...367","BROWARD","32","03/09/2023 12:00:00",3.94,"ug/L",25.95677,-80.43062,0.5
"...368","BROWARD","15","11/07/2022 09:55:00",0.89,"ug/L",26.1183,-80.14363,0.5
"...369","BROWARD","19","04/29/2020 09:50:00",3.95,"ug/L",26.10898,-80.15908,0.5
"...370","BROWARD","37","09/22/2020 10:50:00",3.18,"ug/L",26.13877,-80.10807,0.5
"...371","BROWARD","112","05/18/2020 12:25:00",8.57,"ug/L",26.16392,-80.12632,0.5
"...372","BROWARD","17","05/18/2020 11:30:00",9.4,"ug/L",26.13581667,-80.1942,0.5
"...373","BROWARD","89","11/08/2022 12:15:00",2.72,"ug/L",26.229646,-80.281948,0.5
"...374","BROWARD","128","05/16/2023 09:20:00",3.45,"ug/L",26.06768,-80.18218,0.5
"...375","BROWARD","40","03/13/2023 11:10:00",1.29,"ug/L",26.03485,-80.11713,0.5
"...376","BROWARD","110","08/29/2018 09:20:00",14.8,"ug/L",26.23132,-80.12687,0.5
"...377","BROWARD","22","03/06/2019 08:10:00",2.86,"ug/L",26.11607,-80.3166,0.5
"...378","BROWARD","12","02/27/2018 10:50:00",1.46,"ug/L",26.17312,-80.18698,0.5
"...379","BROWARD","37","08/27/2018 12:55:00",7.43,"ug/L",26.13877,-80.10807,0.5
"...380","BROWARD","31","03/06/2017 11:05:00",1.35,"ug/L",25.9642,-80.31062,0.5
"...381","BROWARD","89","09/09/2019 12:45:00",1.78,"ug/L",26.229646,-80.281948,0.5
"...382","BROWARD","2","02/27/2018 10:45:00",12,"ug/L",26.3277,-80.13158,0.5
"...383","BROWARD","22","08/27/2018 11:50:00",1.33,"ug/L",26.11607,-80.3166,0.5
"...384","BROWARD","29","02/26/2018 10:10:00",3.87,"ug/L",26.06153,-80.43357,0.5
"...385","BROWARD","4","11/06/2018 11:15:00",12.5,"ug/L",26.35132,-80.28333,0.5
"...386","BROWARD","121","11/12/2019 13:20:00",29.6,"ug/L",26.13533,-80.20202,0.5
"...387","BROWARD","25","11/05/2018 11:25:00",27.6,"ug/L",26.04815,-80.15513,0.5
"...388","BROWARD","20","08/16/2019 12:05:00",8.18,"ug/L",26.08717,-80.18547,0.5
"...389","BROWARD","15","05/30/2023 09:43:00",2.79,"ug/L",26.1183,-80.14363,0.5
"...390","BROWARD","22","05/09/2023 08:43:00",5.05,"ug/L",26.11607,-80.3166,0.5
"...391","BROWARD","22","08/21/2023 08:16:00",5.4,"ug/L",26.11607,-80.3166,0.5
"...392","BROWARD","112","11/02/2023 12:00:00",1.35,"ug/L",26.16392,-80.12632,0.5
"...393","BROWARD","34","05/23/2019 10:25:00",0.907,"ug/L",26.26352,-80.0824,0.5
"...394","BROWARD","14","03/11/2019 09:15:00",2.24,"ug/L",26.16428,-80.25662,0.5
"...395","BROWARD","34","06/25/2018 10:55:00",4.51,"ug/L",26.26352,-80.0824,0.5
"...396","BROWARD","4","03/11/2019 11:10:00",35.7,"ug/L",26.35132,-80.28333,0.5
"...397","BROWARD","41","05/03/2017 09:40:00",2.33,"ug/L",25.98717,-80.12145,0.5
"...398","BROWARD","26","02/26/2020 10:10:00",1.17,"ug/L",26.06812,-80.1686,0.5
"...399","BROWARD","122","10/03/2019 08:35:00",1.86,"ug/L",26.09983,-80.25017,0.5
"...400","BROWARD","32","11/15/2021 11:40:00",3.14,"ug/L",25.95677,-80.43062,0.5
"...401","BROWARD","112","11/08/2021 13:50:00",1.03,"ug/L",26.16392,-80.12632,0.5
"...402","BROWARD","89","05/25/2021 12:25:00",5.33,"ug/L",26.229646,-80.281948,0.5
"...403","BROWARD","19","03/03/2021 09:10:00",2.62,"ug/L",26.10898,-80.15908,0.5
"...404","BROWARD","128","05/19/2021 09:50:00",15,"ug/L",26.06768,-80.18218,0.5
"...405","BROWARD","17","05/21/2024 10:55:00",23.1,"ug/L",26.13581667,-80.1942,0.5
"...406","BROWARD","33","11/06/2023 10:23:00",7.87,"ug/L",26.31338,-80.0806,0.5
"...407","BROWARD","124","08/23/2023 08:17:00",3.97,"ug/L",26.06565,-80.21588,0.5
"...408","BROWARD","24","03/05/2024 09:45:00",4.3,"ug/L",26.0595,-80.14398,0.5
"...409","BROWARD","20","09/11/2019 13:20:00",1.88,"ug/L",26.08717,-80.18547,0.5
"...410","BROWARD","25","02/26/2020 12:25:00",2.36,"ug/L",26.04815,-80.15513,0.5
"...411","BROWARD","111","02/27/2018 14:30:00",9.93,"ug/L",26.15322,-80.12933,0.5
"...412","BROWARD","4","11/16/2021 11:30:00",3.03,"ug/L",26.35132,-80.28333,0.5
"...413","BROWARD","120","09/01/2021 09:55:00",7.49,"ug/L",26.32458,-80.099,0.5
"...414","BROWARD","23","08/30/2021 09:05:00",5.47,"ug/L",26.14965,-80.44182,0.5
"...415","BROWARD","38","05/25/2021 12:12:00",3.56,"ug/L",26.10265,-80.11868,0.5
"...416","BROWARD","34","11/09/2021 11:40:00",3.37,"ug/L",26.26352,-80.0824,0.5
"...417","BROWARD","120","05/20/2024 09:18:00",7.12,"ug/L",26.32458,-80.099,0.5
"...418","BROWARD","3","03/11/2024 10:17:00",1.85,"ug/L",26.32783,-80.20302,0.5
"...419","BROWARD","23","02/26/2024 08:52:00",1.18,"ug/L",26.14965,-80.44182,0.5
"...420","BROWARD","40","03/04/2024 10:03:00",0.81,"ug/L",26.03485,-80.11713,0.5
"...421","BROWARD","24","08/27/2018 10:10:00",1.27,"ug/L",26.0595,-80.14398,0.5
"...422","BROWARD","16","06/27/2018 11:50:00",31,"ug/L",26.12202,-80.14653,0.5
"...423","BROWARD","89","07/11/2017 11:50:00",2.56,"ug/L",26.229646,-80.281948,0.5
"...424","BROWARD","121","07/12/2017 11:00:00",6.83,"ug/L",26.13533,-80.20202,0.5
"...425","BROWARD","121","05/03/2017 11:50:00",2.64,"ug/L",26.13533,-80.20202,0.5
"...426","BROWARD","15","06/24/2020 12:00:00",4.06,"ug/L",26.1183,-80.14363,0.5
"...427","BROWARD","4","05/20/2020 10:15:00",4.8,"ug/L",26.35132,-80.28333,0.5
"...428","BROWARD","122","03/12/2024 08:25:00",0.16,"ug/L",26.09983,-80.25017,0.5
"...429","BROWARD","125","08/31/2023 12:50:00",4.76,"ug/L",26.1289,-80.11855,0.5
"...430","BROWARD","12","11/02/2023 09:20:00",0.61,"ug/L",26.17312,-80.18698,0.5
"...431","BROWARD","1","08/24/2023 09:45:00",8.68,"ug/L",26.32555,-80.09015,0.5
"...432","BROWARD","121","11/01/2023 11:35:00",4.19,"ug/L",26.13533,-80.20202,0.5
"...433","BROWARD","22","11/07/2023 08:15:00",2.17,"ug/L",26.11607,-80.3166,0.5
"...434","BROWARD","124","06/25/2018 09:10:00",11.1,"ug/L",26.06565,-80.21588,0.5
"...435","BROWARD","110","02/26/2020 10:10:00",20,"ug/L",26.23132,-80.12687,0.5
"...436","BROWARD","111","03/11/2019 12:55:00",2.24,"ug/L",26.15322,-80.12933,0.5
"...437","BROWARD","20","11/12/2019 14:35:00",2.37,"ug/L",26.08717,-80.18547,0.5
"...438","BROWARD","3","11/06/2018 10:40:00",4.93,"ug/L",26.32783,-80.20302,0.5
"...439","BROWARD","121","05/17/2021 12:45:00",8.75,"ug/L",26.13533,-80.20202,0.5
"...440","BROWARD","29","11/15/2021 11:05:00",6.06,"ug/L",26.06153,-80.43357,0.5
"...441","BROWARD","20","11/01/2023 12:55:00",3.26,"ug/L",26.08717,-80.18547,0.5
"...442","BROWARD","20","08/28/2023 12:22:00",3.22,"ug/L",26.08717,-80.18547,0.5
"...443","BROWARD","110","09/09/2019 10:10:00",26.6,"ug/L",26.23132,-80.12687,0.5
"...444","BROWARD","129","02/26/2020 12:50:00",7.3,"ug/L",26.02595,-80.16338,0.5
"...445","BROWARD","10","06/27/2018 12:00:00",13.7,"ug/L",26.13687,-80.11832,0.5
"...446","BROWARD","20","09/25/2019 12:40:00",10.8,"ug/L",26.08717,-80.18547,0.5
"...447","BROWARD","29","09/05/2019 09:10:00",5.84,"ug/L",26.06153,-80.43357,0.5
"...448","BROWARD","41","06/27/2018 09:30:00",3.07,"ug/L",25.98717,-80.12145,0.5
"...449","BROWARD","20","08/23/2021 13:00:00",20.4,"ug/L",26.08717,-80.18547,0.5
"...450","BROWARD","4","02/24/2021 11:55:00",3.29,"ug/L",26.35132,-80.28333,0.5
"...451","BROWARD","24","05/19/2021 10:45:00",4.69,"ug/L",26.0595,-80.14398,0.5
"...452","BROWARD","25","05/19/2021 11:05:00",23.1,"ug/L",26.04815,-80.15513,0.5
"...453","BROWARD","14","08/30/2021 09:55:00",7.32,"ug/L",26.16428,-80.25662,0.5
"...454","BROWARD","20","03/08/2017 12:45:00",7.67,"ug/L",26.08717,-80.18547,0.5
"...455","BROWARD","16","08/26/2019 09:50:00",14.3,"ug/L",26.12202,-80.14653,0.5
"...456","BROWARD","4","07/11/2017 11:20:00",10.3,"ug/L",26.35132,-80.28333,0.5
"...457","BROWARD","11","02/18/2020 10:00:00",3.84,"ug/L",26.1733,-80.17093,0.5
"...458","BROWARD","110","03/07/2017 10:10:00",1.77,"ug/L",26.23132,-80.12687,0.5
"...459","BROWARD","121","03/03/2021 11:55:00",9.66,"ug/L",26.13533,-80.20202,0.5
"...460","BROWARD","15","11/08/2021 11:25:00",0.68,"ug/L",26.1183,-80.14363,0.5
"...461","BROWARD","17","11/08/2021 13:20:00",5.45,"ug/L",26.13581667,-80.1942,0.5
"...462","BROWARD","17","08/23/2021 10:55:00",40.6,"ug/L",26.13581667,-80.1942,0.5
"...463","BROWARD","124","11/05/2018 09:25:00",3.72,"ug/L",26.06565,-80.21588,0.5
"...464","BROWARD","38","02/20/2020 12:20:00",2.56,"ug/L",26.10265,-80.11868,0.5
"...465","BROWARD","29","05/01/2017 10:00:00",12,"ug/L",26.06153,-80.43357,0.5
"...466","BROWARD","20","03/04/2020 13:35:00",3.14,"ug/L",26.08717,-80.18547,0.5
"...467","BROWARD","35","09/11/2019 11:45:00",5.91,"ug/L",26.2511,-80.08962,0.5
"...468","BROWARD","40","09/06/2019 09:30:00",1.41,"ug/L",26.03485,-80.11713,0.5
"...469","BROWARD","16","03/08/2017 10:15:00",18.4,"ug/L",26.12202,-80.14653,0.5
"...470","BROWARD","111","08/29/2018 14:00:00",12.8,"ug/L",26.15322,-80.12933,0.5
"...471","BROWARD","128","02/26/2020 11:25:00",1.14,"ug/L",26.06768,-80.18218,0.5
"...472","BROWARD","20","03/03/2021 13:25:00",6.85,"ug/L",26.08717,-80.18547,0.5
"...473","BROWARD","19","06/24/2020 09:25:00",7.02,"ug/L",26.10898,-80.15908,0.5
"...474","BROWARD","10","05/19/2020 13:10:00",3.41,"ug/L",26.13687,-80.11832,0.5
"...475","BROWARD","38","05/03/2017 12:00:00",3.21,"ug/L",26.10265,-80.11868,0.5
"...476","BROWARD","35","05/01/2017 11:40:00",1.02,"ug/L",26.2511,-80.08962,0.5
"...477","BROWARD","32","07/10/2017 11:00:00",1.87,"ug/L",25.95677,-80.43062,0.5
"...478","BROWARD","1","07/10/2017 10:35:00",5,"ug/L",26.32555,-80.09015,0.5
"...479","BROWARD","124","03/06/2017 09:40:00",4.14,"ug/L",26.06565,-80.21588,0.5
"...480","BROWARD","124","02/26/2020 10:50:00",8.24,"ug/L",26.06565,-80.21588,0.5
"...481","BROWARD","28","08/27/2018 11:20:00",4.14,"ug/L",26.06385,-80.31325,0.5
"...482","BROWARD","122","12/16/2019 08:10:00",6.69,"ug/L",26.09983,-80.25017,0.5
"...483","BROWARD","39","09/06/2019 10:20:00",1.09,"ug/L",26.0655,-80.11408,0.5
"...484","BROWARD","112","08/26/2019 14:30:00",10.2,"ug/L",26.16392,-80.12632,0.5
"...485","BROWARD","40","09/06/2019 09:20:00",1.2,"ug/L",26.03485,-80.11713,0.5
"...486","BROWARD","111","03/07/2017 13:05:00",3.66,"ug/L",26.15322,-80.12933,0.5
"...487","BROWARD","129","11/16/2022 11:40:00",14.5,"ug/L",26.02595,-80.16338,0.5
"...488","BROWARD","19","11/07/2022 09:15:00",11,"ug/L",26.10898,-80.15908,0.5
"...489","BROWARD","37","03/16/2022 09:15:00",0.74,"ug/L",26.13877,-80.10807,0.5
"...490","BROWARD","129","03/16/2022 11:58:00",1.19,"ug/L",26.02595,-80.16338,0.5
"...491","BROWARD","2","05/12/2022 10:10:00",8.78,"ug/L",26.3277,-80.13158,0.5
"...492","BROWARD","23","08/28/2018 09:15:00",1.41,"ug/L",26.14965,-80.44182,0.5
"...493","BROWARD","35","07/10/2017 12:05:00",4.61,"ug/L",26.2511,-80.08962,0.5
"...494","BROWARD","37","07/10/2017 13:10:00",6.31,"ug/L",26.13877,-80.10807,0.5
"...495","BROWARD","64","09/05/2019 12:15:00",22.6,"ug/L",26.12837,-80.17503,0.5
"...496","BROWARD","2","03/23/2022 10:20:00",6.16,"ug/L",26.3277,-80.13158,0.5
"...497","BROWARD","20","03/21/2022 13:30:00",20.5,"ug/L",26.08717,-80.18547,0.5
"...498","BROWARD","7","05/18/2022 11:20:00",8.1,"ug/L",26.21857,-80.17055,0.5
"...499","BROWARD","14","02/27/2018 10:15:00",1.62,"ug/L",26.16428,-80.25662,0.5
"...500","BROWARD","125","02/28/2018 12:40:00",3.61,"ug/L",26.1289,-80.11855,0.5
"...501","BROWARD","4","05/28/2019 11:00:00",20.9,"ug/L",26.35132,-80.28333,0.5
"...502","BROWARD","16","05/30/2019 10:00:00",11.8,"ug/L",26.12202,-80.14653,0.5
"...503","BROWARD","23","05/23/2019 09:20:00",3.48,"ug/L",26.14965,-80.44182,0.5
"...504","BROWARD","31","11/13/2019 11:40:00",0.722,"ug/L",25.9642,-80.31062,0.5
"...505","BROWARD","41","07/12/2017 09:00:00",2.53,"ug/L",25.98717,-80.12145,0.5
"...506","BROWARD","112","11/06/2018 14:05:00",11.7,"ug/L",26.16392,-80.12632,0.5
"...507","BROWARD","121","05/16/2022 13:50:00",4.16,"ug/L",26.13533,-80.20202,0.5
"...508","BROWARD","41","05/23/2022 09:50:00",3.27,"ug/L",25.98717,-80.12145,0.5
"...509","BROWARD","28","03/14/2022 12:45:00",1.49,"ug/L",26.06385,-80.31325,0.5
"...510","BROWARD","16","05/16/2022 12:10:00",19.6,"ug/L",26.12202,-80.14653,0.5
"...511","BROWARD","120","03/16/2022 13:35:00",4.06,"ug/L",26.32458,-80.099,0.5
"...512","BROWARD","4","03/23/2022 11:45:00",3.22,"ug/L",26.35132,-80.28333,0.5
"...513","BROWARD","38","05/23/2022 11:45:00",2.21,"ug/L",26.10265,-80.11868,0.5
"...514","BROWARD","8","03/23/2022 13:00:00",1.2,"ug/L",26.2305,-80.20485,0.5
"...515","BROWARD","22","02/20/2020 09:15:00",2.23,"ug/L",26.11607,-80.3166,0.5
"...516","BROWARD","15","08/21/2019 10:55:00",5.35,"ug/L",26.1183,-80.14363,0.5
"...517","BROWARD","25","05/01/2017 11:00:00",17.7,"ug/L",26.04815,-80.15513,0.5
"...518","BROWARD","20","07/12/2017 12:20:00",6.5,"ug/L",26.08717,-80.18547,0.5
"...519","BROWARD","20","02/28/2018 13:00:00",18.7,"ug/L",26.08717,-80.18547,0.5
"...520","BROWARD","39","07/12/2017 11:30:00",1.71,"ug/L",26.0655,-80.11408,0.5
"...521","BROWARD","111","08/17/2022 14:30:00",1.66,"ug/L",26.15322,-80.12933,0.5
"...522","BROWARD","33","09/11/2019 10:45:00",4.22,"ug/L",26.31338,-80.0806,0.5
"...523","BROWARD","125","11/05/2018 12:45:00",2.22,"ug/L",26.1289,-80.11855,0.5
"...524","BROWARD","124","11/18/2019 09:10:00",3.89,"ug/L",26.06565,-80.21588,0.5
"...525","BROWARD","111","06/26/2018 11:45:00",18.9,"ug/L",26.15322,-80.12933,0.5
"...526","BROWARD","124","08/24/2022 09:30:00",2.05,"ug/L",26.06565,-80.21588,0.5
"...527","BROWARD","29","08/15/2022 11:30:00",13.9,"ug/L",26.06153,-80.43357,0.5
"...528","BROWARD","124","05/16/2023 08:39:00",11.3,"ug/L",26.06565,-80.21588,0.5
"...529","BROWARD","33","08/27/2018 10:35:00",5.48,"ug/L",26.31338,-80.0806,0.5
"...530","BROWARD","8","05/20/2020 11:30:00",3.86,"ug/L",26.2305,-80.20485,0.5
"...531","BROWARD","24","09/23/2020 10:45:00",4.02,"ug/L",26.0595,-80.14398,0.5
"...532","BROWARD","64","09/16/2020 11:10:00",9.68,"ug/L",26.12837,-80.17503,0.5
"...533","BROWARD","11","11/02/2023 09:43:00",10.4,"ug/L",26.1733,-80.17093,0.5
"...534","BROWARD","128","10/31/2023 08:51:00",2.14,"ug/L",26.06768,-80.18218,0.5
"...535","BROWARD","121","03/01/2023 14:10:00",0.68,"ug/L",26.13533,-80.20202,0.5
"...536","BROWARD","11","03/07/2023 11:30:00",10.9,"ug/L",26.1733,-80.17093,0.5
"...537","BROWARD","19","03/01/2023 09:43:00",4.68,"ug/L",26.10898,-80.15908,0.5
"...538","BROWARD","11","05/02/2017 11:30:00",14.2,"ug/L",26.1733,-80.17093,0.5
"...539","BROWARD","35","05/23/2019 10:50:00",1.52,"ug/L",26.2511,-80.08962,0.5
"...540","BROWARD","10","08/30/2018 13:00:00",3.01,"ug/L",26.13687,-80.11832,0.5
"...541","BROWARD","123","09/16/2020 13:40:00",5.56,"ug/L",26.09062,-80.17882,0.5
"...542","BROWARD","122","10/29/2020 08:10:00",2.79,"ug/L",26.09983,-80.25017,0.5
"...543","BROWARD","122","06/24/2020 08:20:00",9.14,"ug/L",26.09983,-80.25017,0.5
"...544","BROWARD","124","09/23/2020 09:10:00",6.46,"ug/L",26.06565,-80.21588,0.5
"...545","BROWARD","39","06/13/2023 11:00:00",1.47,"ug/L",26.0655,-80.11408,0.5
"...546","BROWARD","128","02/27/2023 11:05:00",6.5,"ug/L",26.06768,-80.18218,0.5
"...547","BROWARD","16","03/01/2023 11:27:00",3.42,"ug/L",26.12202,-80.14653,0.5
"...548","BROWARD","112","03/07/2023 14:38:00",3.76,"ug/L",26.16392,-80.12632,0.5
"...549","BROWARD","4","05/11/2023 11:40:00",9.57,"ug/L",26.35132,-80.28333,0.5
"...550","BROWARD","36","06/22/2023 12:18:00",14.6,"ug/L",26.19035,-80.1025,0.5
"...551","BROWARD","120","11/14/2022 09:50:00",7.86,"ug/L",26.32458,-80.099,0.5
"...552","BROWARD","121","11/07/2022 11:40:00",2.29,"ug/L",26.13533,-80.20202,0.5
"...553","BROWARD","32","11/08/2018 10:40:00",3.23,"ug/L",25.95677,-80.43062,0.5
"...554","BROWARD","33","11/07/2018 11:40:00",2.38,"ug/L",26.31338,-80.0806,0.5
"...555","BROWARD","14","03/07/2017 09:15:00",2.26,"ug/L",26.16428,-80.25662,0.5
"...556","BROWARD","32","09/23/2020 10:50:00",3.54,"ug/L",25.95677,-80.43062,0.5
"...557","BROWARD","111","09/14/2020 13:25:00",7.86,"ug/L",26.15322,-80.12933,0.5
"...558","BROWARD","38","05/19/2020 12:30:00",2.47,"ug/L",26.10265,-80.11868,0.5
