"","X","datetime","source","site","analyte","value","units","latitude","longitude","sample_depth"
"2699","...153075","'04/24/2003'","BROWARD","21","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2700","...153076","'04/24/2003'","BROWARD","20","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2701","...153094","'04/24/2003'","BROWARD","19","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2702","...153106","'04/24/2003'","BROWARD","18","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2703","...153118","'04/24/2003'","BROWARD","17","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2704","...153119","'04/23/2003'","BROWARD","4","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2705","...153125","'04/23/2003'","BROWARD","33","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2706","...153134","'04/23/2003'","BROWARD","33","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2707","...153146","'04/23/2003'","BROWARD","110","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2708","...153162","'04/23/2003'","BROWARD","109","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2709","...153173","'04/23/2003'","BROWARD","3","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2710","...153177","'04/23/2003'","BROWARD","2","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2711","...153190","'04/23/2003'","BROWARD","6","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2712","...153203","'04/23/2003'","BROWARD","5","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2713","...153207","'04/23/2003'","BROWARD","36","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2714","...153219","'04/23/2003'","BROWARD","35","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2715","...153238","'04/23/2003'","BROWARD","49","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2716","...153241","'04/23/2003'","BROWARD","112","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2717","...153252","'04/23/2003'","BROWARD","10","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2718","...153262","'04/23/2003'","BROWARD","14","Ammonia_plus_Ammonium",0.119,"mg/l",NA,NA,NA
"2719","...153280","'04/23/2003'","BROWARD","13","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2720","...153283","'04/23/2003'","BROWARD","12","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2721","...153297","'04/23/2003'","BROWARD","89","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2722","...153316","'04/23/2003'","BROWARD","1","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2723","...153318","'04/23/2003'","BROWARD","1","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2724","...153329","'04/23/2003'","BROWARD","7","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2725","...153338","'04/23/2003'","BROWARD","34","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2726","...153349","'04/23/2003'","BROWARD","37","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2727","...153357","'04/23/2003'","BROWARD","11","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2728","...153370","'04/23/2003'","BROWARD","111","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2729","...153380","'04/23/2003'","BROWARD","4","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2730","...153398","'02/06/2003'","BROWARD","47","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2731","...153409","'02/06/2003'","BROWARD","41","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2732","...153430","'02/06/2003'","BROWARD","41","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2733","...153435","'02/06/2003'","BROWARD","40","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2734","...153443","'02/06/2003'","BROWARD","38","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2735","...153456","'02/06/2003'","BROWARD","24","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2736","...153472","'02/06/2003'","BROWARD","31","Ammonia_plus_Ammonium",0.23,"mg/l",NA,NA,NA
"2737","...153483","'02/06/2003'","BROWARD","49","Ammonia_plus_Ammonium",0.0624,"mg/l",NA,NA,NA
"2738","...153492","'02/06/2003'","BROWARD","39","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2739","...153498","'02/06/2003'","BROWARD","112","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2740","...153522","'02/06/2003'","BROWARD","32","Ammonia_plus_Ammonium",0.266,"mg/l",NA,NA,NA
"2741","...153525","'02/06/2003'","BROWARD","32","Ammonia_plus_Ammonium",0.266,"mg/l",NA,NA,NA
"2742","...153532","'02/06/2003'","BROWARD","28","Ammonia_plus_Ammonium",0.168,"mg/l",NA,NA,NA
"2743","...153551","'02/06/2003'","BROWARD","27","Ammonia_plus_Ammonium",0.328,"mg/l",NA,NA,NA
"2744","...153561","'02/06/2003'","BROWARD","26","Ammonia_plus_Ammonium",0.131,"mg/l",NA,NA,NA
"2745","...153573","'02/06/2003'","BROWARD","25","Ammonia_plus_Ammonium",0.12,"mg/l",NA,NA,NA
"2746","...153577","'02/06/2003'","BROWARD","29","Ammonia_plus_Ammonium",0.516,"mg/l",NA,NA,NA
"2747","...153591","'02/06/2003'","BROWARD","10","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2748","...153597","'02/06/2003'","BROWARD","14","Ammonia_plus_Ammonium",0.484,"mg/l",NA,NA,NA
"2749","...153608","'02/06/2003'","BROWARD","13","Ammonia_plus_Ammonium",0.387,"mg/l",NA,NA,NA
"2750","...153622","'02/06/2003'","BROWARD","12","Ammonia_plus_Ammonium",0.128,"mg/l",NA,NA,NA
"2751","...153632","'02/06/2003'","BROWARD","23","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2752","...153642","'02/06/2003'","BROWARD","22","Ammonia_plus_Ammonium",0.138,"mg/l",NA,NA,NA
"2753","...153661","'02/06/2003'","BROWARD","21","Ammonia_plus_Ammonium",0.121,"mg/l",NA,NA,NA
"2754","...153662","'02/06/2003'","BROWARD","11","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2755","...153676","'02/06/2003'","BROWARD","111","Ammonia_plus_Ammonium",0.0607,"mg/l",NA,NA,NA
"2756","...153685","'02/05/2003'","BROWARD","4","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2757","...153690","'02/05/2003'","BROWARD","4","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2758","...153713","'02/05/2003'","BROWARD","17","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2759","...153719","'02/05/2003'","BROWARD","18","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2760","...153730","'02/05/2003'","BROWARD","19","Ammonia_plus_Ammonium",0.067,"mg/l",NA,NA,NA
"2761","...153740","'02/05/2003'","BROWARD","37","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2762","...153753","'02/05/2003'","BROWARD","20","Ammonia_plus_Ammonium",0.0921,"mg/l",NA,NA,NA
"2763","...153767","'02/05/2003'","BROWARD","34","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2764","...153774","'02/05/2003'","BROWARD","7","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2765","...153789","'02/05/2003'","BROWARD","1","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2766","...153792","'02/05/2003'","BROWARD","1","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2767","...153809","'02/05/2003'","BROWARD","15","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2768","...153815","'02/05/2003'","BROWARD","16","Ammonia_plus_Ammonium",0.114,"mg/l",NA,NA,NA
"2769","...153830","'02/05/2003'","BROWARD","89","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2770","...153844","'02/05/2003'","BROWARD","35","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2771","...153853","'02/05/2003'","BROWARD","36","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2772","...153865","'02/05/2003'","BROWARD","5","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2773","...153875","'02/05/2003'","BROWARD","6","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2774","...153884","'02/05/2003'","BROWARD","2","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2775","...153898","'02/05/2003'","BROWARD","3","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2776","...153903","'02/05/2003'","BROWARD","90","Ammonia_plus_Ammonium",0.071,"mg/l",NA,NA,NA
"2777","...153920","'02/05/2003'","BROWARD","109","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2778","...153935","'02/05/2003'","BROWARD","110","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2779","...153939","'02/05/2003'","BROWARD","33","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2780","...153945","'02/05/2003'","BROWARD","33","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"2781","...154162","'08/24/2016'","BROWARD","20","Ammonia_plus_Ammonium",0.066,"mg/l",NA,NA,0.5
"2782","...154183","'08/24/2016'","BROWARD","123","Ammonia_plus_Ammonium",0.088,"mg/l",NA,NA,0.5
"2783","...154188","'08/24/2016'","BROWARD","10","Ammonia_plus_Ammonium",0.034,"mg/l",NA,NA,0.5
"2784","...154196","'08/24/2016'","BROWARD","125","Ammonia_plus_Ammonium",0.023,"mg/l",NA,NA,0.5
"2785","...154212","'08/24/2016'","BROWARD","121","Ammonia_plus_Ammonium",0.028,"mg/l",NA,NA,0.5
"2786","...154220","'08/24/2016'","BROWARD","121","Ammonia_plus_Ammonium",0.036,"mg/l",NA,NA,0.5
"2787","...154238","'08/24/2016'","BROWARD","38","Ammonia_plus_Ammonium",0.042,"mg/l",NA,NA,0.5
"2788","...154241","'08/24/2016'","BROWARD","64","Ammonia_plus_Ammonium",0.022,"mg/l",NA,NA,0.5
"2789","...154252","'08/24/2016'","BROWARD","39","Ammonia_plus_Ammonium",0.034,"mg/l",NA,NA,0.5
"2790","...154261","'08/24/2016'","BROWARD","16","Ammonia_plus_Ammonium",0.036,"mg/l",NA,NA,0.5
"2791","...154279","'08/24/2016'","BROWARD","40","Ammonia_plus_Ammonium",0.03,"mg/l",NA,NA,0.5
"2792","...154289","'08/24/2016'","BROWARD","6","Ammonia_plus_Ammonium",0.048,"mg/l",NA,NA,0.5
"2793","...154299","'08/24/2016'","BROWARD","40","Ammonia_plus_Ammonium",0.029,"mg/l",NA,NA,0.5
"2794","...154303","'08/24/2016'","BROWARD","15","Ammonia_plus_Ammonium",0.077,"mg/l",NA,NA,0.5
"2795","...154316","'08/24/2016'","BROWARD","41","Ammonia_plus_Ammonium",0.032,"mg/l",NA,NA,0.5
"2796","...154326","'08/24/2016'","BROWARD","19","Ammonia_plus_Ammonium",0.086,"mg/l",NA,NA,0.5
"2797","...154340","'08/23/2016'","BROWARD","8","Ammonia_plus_Ammonium",0.043,"mg/l",NA,NA,0.5
"2798","...154348","'08/23/2016'","BROWARD","89","Ammonia_plus_Ammonium",0.033,"mg/l",NA,NA,0.5
"2799","...154359","'08/23/2016'","BROWARD","122","Ammonia_plus_Ammonium",0.179,"mg/l",NA,NA,0.5
"2800","...154370","'08/23/2016'","BROWARD","111","Ammonia_plus_Ammonium",0.051,"mg/l",NA,NA,0.5
"2801","...154385","'08/23/2016'","BROWARD","4","Ammonia_plus_Ammonium",0.085,"mg/l",NA,NA,0.5
"2802","...154394","'08/23/2016'","BROWARD","112","Ammonia_plus_Ammonium",0.053,"mg/l",NA,NA,0.5
"2803","...154406","'08/23/2016'","BROWARD","4","Ammonia_plus_Ammonium",0.067,"mg/l",NA,NA,0.5
"2804","...154422","'08/23/2016'","BROWARD","3","Ammonia_plus_Ammonium",0.102,"mg/l",NA,NA,0.5
"2805","...154428","'08/23/2016'","BROWARD","5","Ammonia_plus_Ammonium",0.047,"mg/l",NA,NA,0.5
"2806","...154443","'08/23/2016'","BROWARD","2","Ammonia_plus_Ammonium",0.084,"mg/l",NA,NA,0.5
"2807","...154457","'08/23/2016'","BROWARD","7","Ammonia_plus_Ammonium",0.036,"mg/l",NA,NA,0.5
"2808","...154468","'08/23/2016'","BROWARD","11","Ammonia_plus_Ammonium",0.19,"mg/l",NA,NA,0.5
"2809","...154470","'08/23/2016'","BROWARD","11","Ammonia_plus_Ammonium",0.184,"mg/l",NA,NA,0.5
"2810","...154483","'08/23/2016'","BROWARD","12","Ammonia_plus_Ammonium",0.17,"mg/l",NA,NA,0.5
"2811","...154496","'08/23/2016'","BROWARD","110","Ammonia_plus_Ammonium",0.105,"mg/l",NA,NA,0.5
"2812","...154508","'08/23/2016'","BROWARD","14","Ammonia_plus_Ammonium",0.276,"mg/l",NA,NA,0.5
"2813","...154514","'08/22/2016'","BROWARD","37","Ammonia_plus_Ammonium",0.033,"mg/l",NA,NA,0.5
"2814","...154534","'08/22/2016'","BROWARD","22","Ammonia_plus_Ammonium",0.152,"mg/l",NA,NA,0.5
"2815","...154536","'08/22/2016'","BROWARD","36","Ammonia_plus_Ammonium",0.02,"mg/l",NA,NA,0.5
"2816","...154549","'08/22/2016'","BROWARD","35","Ammonia_plus_Ammonium",0.027,"mg/l",NA,NA,0.5
"2817","...154563","'08/22/2016'","BROWARD","28","Ammonia_plus_Ammonium",0.335,"mg/l",NA,NA,0.5
"2818","...154579","'08/22/2016'","BROWARD","35","Ammonia_plus_Ammonium",0.033,"mg/l",NA,NA,0.5
"2819","...154583","'08/22/2016'","BROWARD","34","Ammonia_plus_Ammonium",0.024,"mg/l",NA,NA,0.5
"2820","...154594","'08/22/2016'","BROWARD","25","Ammonia_plus_Ammonium",0.079,"mg/l",NA,NA,0.5
"2821","...154606","'08/22/2016'","BROWARD","31","Ammonia_plus_Ammonium",0.172,"mg/l",NA,NA,0.5
"2822","...154617","'08/22/2016'","BROWARD","33","Ammonia_plus_Ammonium",0.04,"mg/l",NA,NA,0.5
"2823","...154625","'08/22/2016'","BROWARD","24","Ammonia_plus_Ammonium",0.06,"mg/l",NA,NA,0.5
"2824","...154637","'08/22/2016'","BROWARD","1","Ammonia_plus_Ammonium",0.045,"mg/l",NA,NA,0.5
"2825","...154655","'08/22/2016'","BROWARD","32","Ammonia_plus_Ammonium",0.058,"mg/l",NA,NA,0.5
"2826","...154665","'08/22/2016'","BROWARD","26","Ammonia_plus_Ammonium",0.124,"mg/l",NA,NA,0.5
"2827","...154669","'08/22/2016'","BROWARD","120","Ammonia_plus_Ammonium",0.052,"mg/l",NA,NA,0.5
"2828","...154683","'08/22/2016'","BROWARD","29","Ammonia_plus_Ammonium",0.203,"mg/l",NA,NA,0.5
"2829","...154696","'08/22/2016'","BROWARD","124","Ammonia_plus_Ammonium",0.275,"mg/l",NA,NA,0.5
"2830","...154705","'08/22/2016'","BROWARD","23","Ammonia_plus_Ammonium",0.088,"mg/l",NA,NA,0.5
"2831","...154722","'08/22/2016'","BROWARD","124","Ammonia_plus_Ammonium",0.27,"mg/l",NA,NA,0.5
"2832","...154733","'08/22/2016'","BROWARD","23","Ammonia_plus_Ammonium",0.066,"mg/l",NA,NA,0.5
"2833","...154738","'06/08/2016'","BROWARD","10","Ammonia_plus_Ammonium",0.035,"mg/l",NA,NA,0.5
"2834","...154744","'06/08/2016'","BROWARD","125","Ammonia_plus_Ammonium",0.043,"mg/l",NA,NA,0.5
"2835","...154755","'06/08/2016'","BROWARD","20","Ammonia_plus_Ammonium",0.104,"mg/l",NA,NA,0.5
"2836","...154766","'06/08/2016'","BROWARD","123","Ammonia_plus_Ammonium",0.094,"mg/l",NA,NA,0.5
"2837","...154772","'06/08/2016'","BROWARD","38","Ammonia_plus_Ammonium",0.057,"mg/l",NA,NA,0.5
"2838","...154783","'06/08/2016'","BROWARD","39","Ammonia_plus_Ammonium",0.049,"mg/l",NA,NA,0.5
"2839","...154796","'06/08/2016'","BROWARD","121","Ammonia_plus_Ammonium",0.036,"mg/l",NA,NA,0.5
"2840","...154800","'06/08/2016'","BROWARD","121","Ammonia_plus_Ammonium",0.038,"mg/l",NA,NA,0.5
"2841","...154813","'06/08/2016'","BROWARD","40","Ammonia_plus_Ammonium",0.032,"mg/l",NA,NA,0.5
"2842","...154822","'06/08/2016'","BROWARD","64","Ammonia_plus_Ammonium",0.034,"mg/l",NA,NA,0.5
"2843","...154826","'06/08/2016'","BROWARD","40","Ammonia_plus_Ammonium",0.121,"mg/l",NA,NA,0.5
"2844","...154840","'06/08/2016'","BROWARD","16","Ammonia_plus_Ammonium",0.088,"mg/l",NA,NA,0.5
"2845","...154848","'06/08/2016'","BROWARD","41","Ammonia_plus_Ammonium",0.03,"mg/l",NA,NA,0.5
"2846","...154855","'06/08/2016'","BROWARD","15","Ammonia_plus_Ammonium",0.096,"mg/l",NA,NA,0.5
"2847","...154861","'06/08/2016'","BROWARD","19","Ammonia_plus_Ammonium",0.099,"mg/l",NA,NA,0.5
"2848","...154871","'06/07/2016'","BROWARD","111","Ammonia_plus_Ammonium",0.057,"mg/l",NA,NA,0.5
"2849","...154883","'06/07/2016'","BROWARD","89","Ammonia_plus_Ammonium",0.051,"mg/l",NA,NA,0.5
"2850","...154892","'06/07/2016'","BROWARD","112","Ammonia_plus_Ammonium",0.053,"mg/l",NA,NA,0.5
"2851","...154903","'06/07/2016'","BROWARD","8","Ammonia_plus_Ammonium",0.057,"mg/l",NA,NA,0.5
"2852","...154909","'06/07/2016'","BROWARD","5","Ammonia_plus_Ammonium",0.07,"mg/l",NA,NA,0.5
"2853","...154915","'06/07/2016'","BROWARD","2","Ammonia_plus_Ammonium",0.05,"mg/l",NA,NA,0.5
"2854","...154925","'06/07/2016'","BROWARD","6","Ammonia_plus_Ammonium",0.061,"mg/l",NA,NA,0.5
"2855","...154939","'06/07/2016'","BROWARD","7","Ammonia_plus_Ammonium",0.066,"mg/l",NA,NA,0.5
"2856","...154949","'06/07/2016'","BROWARD","4","Ammonia_plus_Ammonium",0.051,"mg/l",NA,NA,0.5
"2857","...154957","'06/07/2016'","BROWARD","4","Ammonia_plus_Ammonium",0.056,"mg/l",NA,NA,0.5
"2858","...154961","'06/07/2016'","BROWARD","12","Ammonia_plus_Ammonium",0.072,"mg/l",NA,NA,0.5
"2859","...154968","'06/07/2016'","BROWARD","11","Ammonia_plus_Ammonium",0.075,"mg/l",NA,NA,0.5
"2860","...154977","'06/07/2016'","BROWARD","11","Ammonia_plus_Ammonium",0.098,"mg/l",NA,NA,0.5
"2861","...154984","'06/07/2016'","BROWARD","3","Ammonia_plus_Ammonium",0.063,"mg/l",NA,NA,0.5
"2862","...155003","'06/07/2016'","BROWARD","126","Ammonia_plus_Ammonium",0.078,"mg/l",NA,NA,0.5
"2863","...155005","'06/07/2016'","BROWARD","14","Ammonia_plus_Ammonium",0.134,"mg/l",NA,NA,0.5
"2864","...155017","'06/07/2016'","BROWARD","110","Ammonia_plus_Ammonium",0.076,"mg/l",NA,NA,0.5
"2865","...155024","'06/07/2016'","BROWARD","122","Ammonia_plus_Ammonium",0.148,"mg/l",NA,NA,0.5
"2866","...155038","'06/06/2016'","BROWARD","37","Ammonia_plus_Ammonium",0.029,"mg/l",NA,NA,0.5
"2867","...155048","'06/06/2016'","BROWARD","36","Ammonia_plus_Ammonium",0.026,"mg/l",NA,NA,0.5
"2868","...155052","'06/06/2016'","BROWARD","22","Ammonia_plus_Ammonium",0.186,"mg/l",NA,NA,0.5
"2869","...155065","'06/06/2016'","BROWARD","35","Ammonia_plus_Ammonium",0.043,"mg/l",NA,NA,0.5
"2870","...155069","'06/06/2016'","BROWARD","35","Ammonia_plus_Ammonium",0.043,"mg/l",NA,NA,0.5
"2871","...155084","'06/06/2016'","BROWARD","28","Ammonia_plus_Ammonium",0.481,"mg/l",NA,NA,0.5
"2872","...155093","'06/06/2016'","BROWARD","32","Ammonia_plus_Ammonium",0.134,"mg/l",NA,NA,0.5
"2873","...155096","'06/06/2016'","BROWARD","1","Ammonia_plus_Ammonium",0.071,"mg/l",NA,NA,0.5
"2874","...155105","'06/06/2016'","BROWARD","31","Ammonia_plus_Ammonium",0.184,"mg/l",NA,NA,0.5
"2875","...155116","'06/06/2016'","BROWARD","34","Ammonia_plus_Ammonium",0.027,"mg/l",NA,NA,0.5
"2876","...155124","'06/06/2016'","BROWARD","25","Ammonia_plus_Ammonium",0.075,"mg/l",NA,NA,0.5
"2877","...155136","'06/06/2016'","BROWARD","33","Ammonia_plus_Ammonium",0.045,"mg/l",NA,NA,0.5
"2878","...155142","'06/06/2016'","BROWARD","24","Ammonia_plus_Ammonium",0.052,"mg/l",NA,NA,0.5
"2879","...155151","'06/06/2016'","BROWARD","26","Ammonia_plus_Ammonium",0.084,"mg/l",NA,NA,0.5
"2880","...155162","'06/06/2016'","BROWARD","29","Ammonia_plus_Ammonium",0.261,"mg/l",NA,NA,0.5
"2881","...155172","'06/06/2016'","BROWARD","120","Ammonia_plus_Ammonium",0.044,"mg/l",NA,NA,0.5
"2882","...155181","'06/06/2016'","BROWARD","23","Ammonia_plus_Ammonium",0.123,"mg/l",NA,NA,0.5
"2883","...155190","'06/06/2016'","BROWARD","124","Ammonia_plus_Ammonium",0.376,"mg/l",NA,NA,0.5
"2884","...155195","'06/06/2016'","BROWARD","23","Ammonia_plus_Ammonium",0.12,"mg/l",NA,NA,0.5
"2885","...155203","'06/06/2016'","BROWARD","124","Ammonia_plus_Ammonium",0.367,"mg/l",NA,NA,0.5
"2886","...155220","'03/02/2016'","BROWARD","125","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"2887","...155229","'03/02/2016'","BROWARD","10","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"2888","...155240","'03/02/2016'","BROWARD","20","Ammonia_plus_Ammonium",0.187,"mg/l",NA,NA,0.5
"2889","...155249","'03/02/2016'","BROWARD","123","Ammonia_plus_Ammonium",0.085,"mg/l",NA,NA,0.5
"2890","...155257","'03/02/2016'","BROWARD","38","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"2891","...155269","'03/02/2016'","BROWARD","121","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"2892","...155276","'03/02/2016'","BROWARD","39","Ammonia_plus_Ammonium",0.023,"mg/l",NA,NA,0.5
"2893","...155281","'03/02/2016'","BROWARD","121","Ammonia_plus_Ammonium",0.022,"mg/l",NA,NA,0.5
"2894","...155294","'03/02/2016'","BROWARD","64","Ammonia_plus_Ammonium",0.171,"mg/l",NA,NA,0.5
"2895","...155310","'03/02/2016'","BROWARD","40","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"2896","...155316","'03/02/2016'","BROWARD","40","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"2897","...155321","'03/02/2016'","BROWARD","16","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"2898","...155332","'03/02/2016'","BROWARD","41","Ammonia_plus_Ammonium",0.012,"mg/l",NA,NA,0.5
"2899","...155345","'03/02/2016'","BROWARD","15","Ammonia_plus_Ammonium",0.094,"mg/l",NA,NA,0.5
"2900","...155356","'03/02/2016'","BROWARD","19","Ammonia_plus_Ammonium",0.113,"mg/l",NA,NA,0.5
"2901","...155361","'03/01/2016'","BROWARD","111","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"2902","...155375","'03/01/2016'","BROWARD","112","Ammonia_plus_Ammonium",0.029,"mg/l",NA,NA,0.5
"2903","...155387","'03/01/2016'","BROWARD","8","Ammonia_plus_Ammonium",0.029,"mg/l",NA,NA,0.5
"2904","...155394","'03/01/2016'","BROWARD","5","Ammonia_plus_Ammonium",0.022,"mg/l",NA,NA,0.5
"2905","...155405","'03/01/2016'","BROWARD","89","Ammonia_plus_Ammonium",0.034,"mg/l",NA,NA,0.5
"2906","...155411","'03/01/2016'","BROWARD","4","Ammonia_plus_Ammonium",0.031,"mg/l",NA,NA,0.5
"2907","...155413","'03/01/2016'","BROWARD","6","Ammonia_plus_Ammonium",0.035,"mg/l",NA,NA,0.5
"2908","...155440","'03/01/2016'","BROWARD","4","Ammonia_plus_Ammonium",0.042,"mg/l",NA,NA,0.5
"2909","...155449","'03/01/2016'","BROWARD","11","Ammonia_plus_Ammonium",0.18,"mg/l",NA,NA,0.5
"2910","...155458","'03/01/2016'","BROWARD","3","Ammonia_plus_Ammonium",0.042,"mg/l",NA,NA,0.5
"2911","...155462","'03/01/2016'","BROWARD","7","Ammonia_plus_Ammonium",0.036,"mg/l",NA,NA,0.5
"2912","...155474","'03/01/2016'","BROWARD","2","Ammonia_plus_Ammonium",0.051,"mg/l",NA,NA,0.5
"2913","...155489","'03/01/2016'","BROWARD","11","Ammonia_plus_Ammonium",0.18,"mg/l",NA,NA,0.5
"2914","...155500","'03/01/2016'","BROWARD","12","Ammonia_plus_Ammonium",0.205,"mg/l",NA,NA,0.5
"2915","...155502","'03/01/2016'","BROWARD","126","Ammonia_plus_Ammonium",0.046,"mg/l",NA,NA,0.5
"2916","...155517","'03/01/2016'","BROWARD","14","Ammonia_plus_Ammonium",0.374,"mg/l",NA,NA,0.5
"2917","...155525","'03/01/2016'","BROWARD","110","Ammonia_plus_Ammonium",0.05,"mg/l",NA,NA,0.5
"2918","...155535","'03/01/2016'","BROWARD","122","Ammonia_plus_Ammonium",0.252,"mg/l",NA,NA,0.5
"2919","...155541","'02/29/2016'","BROWARD","37","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"2920","...155553","'02/29/2016'","BROWARD","22","Ammonia_plus_Ammonium",0.275,"mg/l",NA,NA,0.5
"2921","...155567","'02/29/2016'","BROWARD","28","Ammonia_plus_Ammonium",0.378,"mg/l",NA,NA,0.5
"2922","...155571","'02/29/2016'","BROWARD","36","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"2923","...155584","'02/29/2016'","BROWARD","34","Ammonia_plus_Ammonium",0.013,"mg/l",NA,NA,0.5
"2924","...155591","'02/29/2016'","BROWARD","35","Ammonia_plus_Ammonium",0.017,"mg/l",NA,NA,0.5
"2925","...155604","'02/29/2016'","BROWARD","35","Ammonia_plus_Ammonium",0.018,"mg/l",NA,NA,0.5
"2926","...155618","'02/29/2016'","BROWARD","25","Ammonia_plus_Ammonium",0.187,"mg/l",NA,NA,0.5
"2927","...155622","'02/29/2016'","BROWARD","24","Ammonia_plus_Ammonium",0.174,"mg/l",NA,NA,0.5
"2928","...155637","'02/29/2016'","BROWARD","31","Ammonia_plus_Ammonium",0.224,"mg/l",NA,NA,0.5
"2929","...155650","'02/29/2016'","BROWARD","33","Ammonia_plus_Ammonium",0.045,"mg/l",NA,NA,0.5
"2930","...155652","'02/29/2016'","BROWARD","1","Ammonia_plus_Ammonium",0.041,"mg/l",NA,NA,0.5
"2931","...155665","'02/29/2016'","BROWARD","32","Ammonia_plus_Ammonium",0.117,"mg/l",NA,NA,0.5
"2932","...155677","'02/29/2016'","BROWARD","26","Ammonia_plus_Ammonium",0.246,"mg/l",NA,NA,0.5
"2933","...155683","'02/29/2016'","BROWARD","120","Ammonia_plus_Ammonium",0.046,"mg/l",NA,NA,0.5
