"","X","source","datetime","site","analyte","value","units","latitude","longitude","sample_depth"
"3071","...198176","BROWARD","'10/22/2013'","22","Ammonia+Ammonium",0.113,"mg/l",NA,NA,0.5
"3072","...198180","BROWARD","'10/22/2013'","28","Ammonia+Ammonium",0.345,"mg/l",NA,NA,0.5
"3073","...198200","BROWARD","'10/22/2013'","4","Ammonia+Ammonium",0.199,"mg/l",NA,NA,0.5
"3074","...198207","BROWARD","'10/22/2013'","4","Ammonia+Ammonium",0.173,"mg/l",NA,NA,0.5
"3075","...198212","BROWARD","'10/22/2013'","3","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3076","...198217","BROWARD","'10/22/2013'","25","Ammonia+Ammonium",0.154,"mg/l",NA,NA,0.5
"3077","...198223","BROWARD","'10/22/2013'","24","Ammonia+Ammonium",0.035,"mg/l",NA,NA,0.5
"3078","...198233","BROWARD","'10/22/2013'","2","Ammonia+Ammonium",0.047,"mg/l",NA,NA,0.5
"3079","...198236","BROWARD","'10/22/2013'","26","Ammonia+Ammonium",0.081,"mg/l",NA,NA,0.5
"3080","...198241","BROWARD","'10/22/2013'","124","Ammonia+Ammonium",0.163,"mg/l",NA,NA,0.5
"3081","...198247","BROWARD","'10/22/2013'","126","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3082","...198256","BROWARD","'10/22/2013'","124","Ammonia+Ammonium",0.16,"mg/l",NA,NA,0.5
"3083","...198263","BROWARD","'10/22/2013'","110","Ammonia+Ammonium",0.025,"mg/l",NA,NA,0.5
"3084","...198280","BROWARD","'10/21/2013'","37","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3085","...198286","BROWARD","'10/21/2013'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3086","...198289","BROWARD","'10/21/2013'","35","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"3087","...198295","BROWARD","'10/21/2013'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3088","...198304","BROWARD","'10/21/2013'","31","Ammonia+Ammonium",0.179,"mg/l",NA,NA,0.5
"3089","...198312","BROWARD","'10/21/2013'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3090","...198319","BROWARD","'10/21/2013'","32","Ammonia+Ammonium",0.225,"mg/l",NA,NA,0.5
"3091","...198323","BROWARD","'10/21/2013'","33","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3092","...198332","BROWARD","'10/21/2013'","29","Ammonia+Ammonium",0.283,"mg/l",NA,NA,0.5
"3093","...198341","BROWARD","'10/21/2013'","1","Ammonia+Ammonium",0.084,"mg/l",NA,NA,0.5
"3094","...198347","BROWARD","'10/21/2013'","120","Ammonia+Ammonium",0.078,"mg/l",NA,NA,0.5
"3095","...198353","BROWARD","'10/21/2013'","23","Ammonia+Ammonium",0.046,"mg/l",NA,NA,0.5
"3096","...198358","BROWARD","'10/21/2013'","23","Ammonia+Ammonium",0.062,"mg/l",NA,NA,0.5
"3097","...198367","BROWARD","'08/07/2013'","10","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3098","...198376","BROWARD","'08/07/2013'","125","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3099","...198382","BROWARD","'08/07/2013'","20","Ammonia+Ammonium",0.12,"mg/l",NA,NA,0.5
"3100","...198385","BROWARD","'08/07/2013'","123","Ammonia+Ammonium",0.062,"mg/l",NA,NA,0.5
"3101","...198397","BROWARD","'08/07/2013'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3102","...198401","BROWARD","'08/07/2013'","121","Ammonia+Ammonium",0.037,"mg/l",NA,NA,0.5
"3103","...198411","BROWARD","'08/07/2013'","111","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"3104","...198413","BROWARD","'08/07/2013'","121","Ammonia+Ammonium",0.016,"mg/l",NA,NA,0.5
"3105","...198426","BROWARD","'08/07/2013'","39","Ammonia+Ammonium",0.02,"mg/l",NA,NA,0.5
"3106","...198430","BROWARD","'08/07/2013'","112","Ammonia+Ammonium",0.023,"mg/l",NA,NA,0.5
"3107","...198435","BROWARD","'08/07/2013'","64","Ammonia+Ammonium",0.205,"mg/l",NA,NA,0.5
"3108","...198446","BROWARD","'08/07/2013'","5","Ammonia+Ammonium",0.019,"mg/l",NA,NA,0.5
"3109","...198453","BROWARD","'08/07/2013'","40","Ammonia+Ammonium",0.012,"mg/l",NA,NA,0.5
"3110","...198459","BROWARD","'08/07/2013'","6","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3111","...198462","BROWARD","'08/07/2013'","40","Ammonia+Ammonium",0.013,"mg/l",NA,NA,0.5
"3112","...198475","BROWARD","'08/07/2013'","16","Ammonia+Ammonium",0.18,"mg/l",NA,NA,0.5
"3113","...198478","BROWARD","'08/07/2013'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3114","...198488","BROWARD","'08/07/2013'","11","Ammonia+Ammonium",0.084,"mg/l",NA,NA,0.5
"3115","...198496","BROWARD","'08/07/2013'","11","Ammonia+Ammonium",0.083,"mg/l",NA,NA,0.5
"3116","...198498","BROWARD","'08/07/2013'","41","Ammonia+Ammonium",0.02,"mg/l",NA,NA,0.5
"3117","...198507","BROWARD","'08/07/2013'","15","Ammonia+Ammonium",0.031,"mg/l",NA,NA,0.5
"3118","...198518","BROWARD","'08/07/2013'","12","Ammonia+Ammonium",0.053,"mg/l",NA,NA,0.5
"3119","...198529","BROWARD","'08/07/2013'","14","Ammonia+Ammonium",0.222,"mg/l",NA,NA,0.5
"3120","...198532","BROWARD","'08/07/2013'","19","Ammonia+Ammonium",0.084,"mg/l",NA,NA,0.5
"3121","...198537","BROWARD","'08/07/2013'","122","Ammonia+Ammonium",0.253,"mg/l",NA,NA,0.5
"3122","...198545","BROWARD","'08/06/2013'","8","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3123","...198550","BROWARD","'08/06/2013'","89","Ammonia+Ammonium",-0.002,"mg/l",NA,NA,0.5
"3124","...198561","BROWARD","'08/06/2013'","4","Ammonia+Ammonium",0.073,"mg/l",NA,NA,0.5
"3125","...198568","BROWARD","'08/06/2013'","22","Ammonia+Ammonium",0.322,"mg/l",NA,NA,0.5
"3126","...198574","BROWARD","'08/06/2013'","4","Ammonia+Ammonium",0.096,"mg/l",NA,NA,0.5
"3127","...198585","BROWARD","'08/06/2013'","28","Ammonia+Ammonium",0.17,"mg/l",NA,NA,0.5
"3128","...198588","BROWARD","'08/06/2013'","3","Ammonia+Ammonium",0.059,"mg/l",NA,NA,0.5
"3129","...198595","BROWARD","'08/06/2013'","25","Ammonia+Ammonium",0.295,"mg/l",NA,NA,0.5
"3130","...198604","BROWARD","'08/06/2013'","2","Ammonia+Ammonium",0.038,"mg/l",NA,NA,0.5
"3131","...198606","BROWARD","'08/06/2013'","24","Ammonia+Ammonium",0.075,"mg/l",NA,NA,0.5
"3132","...198616","BROWARD","'08/06/2013'","126","Ammonia+Ammonium",0.111,"mg/l",NA,NA,0.5
"3133","...198625","BROWARD","'08/06/2013'","26","Ammonia+Ammonium",0.166,"mg/l",NA,NA,0.5
"3134","...198628","BROWARD","'08/06/2013'","110","Ammonia+Ammonium",0.189,"mg/l",NA,NA,0.5
"3135","...198635","BROWARD","'08/06/2013'","124","Ammonia+Ammonium",0.162,"mg/l",NA,NA,0.5
"3136","...198643","BROWARD","'08/06/2013'","124","Ammonia+Ammonium",0.139,"mg/l",NA,NA,0.5
"3137","...198652","BROWARD","'08/05/2013'","37","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3138","...198654","BROWARD","'08/05/2013'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"3139","...198663","BROWARD","'08/05/2013'","35","Ammonia+Ammonium",0.056,"mg/l",NA,NA,0.5
"3140","...198667","BROWARD","'08/05/2013'","35","Ammonia+Ammonium",0.033,"mg/l",NA,NA,0.5
"3141","...198673","BROWARD","'08/05/2013'","31","Ammonia+Ammonium",0.229,"mg/l",NA,NA,0.5
"3142","...198677","BROWARD","'08/05/2013'","34","Ammonia+Ammonium",0.032,"mg/l",NA,NA,0.5
"3143","...198684","BROWARD","'08/05/2013'","32","Ammonia+Ammonium",0.057,"mg/l",NA,NA,0.5
"3144","...198694","BROWARD","'08/05/2013'","33","Ammonia+Ammonium",0.06,"mg/l",NA,NA,0.5
"3145","...198700","BROWARD","'08/05/2013'","29","Ammonia+Ammonium",0.343,"mg/l",NA,NA,0.5
"3146","...198708","BROWARD","'08/05/2013'","1","Ammonia+Ammonium",0.05,"mg/l",NA,NA,0.5
"3147","...198712","BROWARD","'08/05/2013'","120","Ammonia+Ammonium",0.032,"mg/l",NA,NA,0.5
"3148","...198718","BROWARD","'08/05/2013'","23","Ammonia+Ammonium",0.213,"mg/l",NA,NA,0.5
