"","X","source","datetime","site","analyte","value","units","latitude","longitude","sample_depth"
"1637","...180548","BROWARD","'08/06/2008'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1638","...180556","BROWARD","'08/06/2008'","27","Ammonia+Ammonium",0.279,"mg/l",NA,NA,0.5
"1639","...180568","BROWARD","'08/06/2008'","27","Ammonia+Ammonium",0.26,"mg/l",NA,NA,0.5
"1640","...180580","BROWARD","'08/06/2008'","21","Ammonia+Ammonium",0.19,"mg/l",NA,NA,0.5
"1641","...180585","BROWARD","'08/05/2008'","32","Ammonia+Ammonium",0.027,"mg/l",NA,NA,0.5
"1642","...180597","BROWARD","'08/05/2008'","114","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1643","...180608","BROWARD","'08/05/2008'","114","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1644","...180616","BROWARD","'08/05/2008'","29","Ammonia+Ammonium",0.225,"mg/l",NA,NA,0.5
"1645","...180629","BROWARD","'08/05/2008'","23","Ammonia+Ammonium",0.222,"mg/l",NA,NA,0.5
"1646","...180642","BROWARD","'08/04/2008'","37","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1647","...180648","BROWARD","'08/04/2008'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1648","...180665","BROWARD","'08/04/2008'","111","Ammonia+Ammonium",0.04,"mg/l",NA,NA,0.5
"1649","...180679","BROWARD","'08/04/2008'","112","Ammonia+Ammonium",0.074,"mg/l",NA,NA,0.5
"1650","...180683","BROWARD","'08/04/2008'","89","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1651","...180697","BROWARD","'08/04/2008'","5","Ammonia+Ammonium",0.015,"mg/l",NA,NA,0.5
"1652","...180713","BROWARD","'08/04/2008'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1653","...180720","BROWARD","'08/04/2008'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1654","...180727","BROWARD","'08/04/2008'","8","Ammonia+Ammonium",0.032,"mg/l",NA,NA,0.5
"1655","...180741","BROWARD","'08/04/2008'","6","Ammonia+Ammonium",0.054,"mg/l",NA,NA,0.5
"1656","...180756","BROWARD","'08/04/2008'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1657","...180767","BROWARD","'08/04/2008'","4","Ammonia+Ammonium",0.323,"mg/l",NA,NA,0.5
"1658","...180776","BROWARD","'08/04/2008'","4","Ammonia+Ammonium",0.338,"mg/l",NA,NA,0.5
"1659","...180788","BROWARD","'08/04/2008'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1660","...180791","BROWARD","'08/04/2008'","3","Ammonia+Ammonium",0.171,"mg/l",NA,NA,0.5
"1661","...180802","BROWARD","'08/04/2008'","33","Ammonia+Ammonium",0.025,"mg/l",NA,NA,0.5
"1662","...180821","BROWARD","'08/04/2008'","11","Ammonia+Ammonium",0.129,"mg/l",NA,NA,0.5
"1663","...180832","BROWARD","'08/04/2008'","11","Ammonia+Ammonium",0.131,"mg/l",NA,NA,0.5
"1664","...180839","BROWARD","'08/04/2008'","2","Ammonia+Ammonium",0.095,"mg/l",NA,NA,0.5
"1665","...180846","BROWARD","'08/04/2008'","12","Ammonia+Ammonium",0.15,"mg/l",NA,NA,0.5
"1666","...180863","BROWARD","'08/04/2008'","1","Ammonia+Ammonium",0.05,"mg/l",NA,NA,0.5
"1667","...180875","BROWARD","'08/04/2008'","14","Ammonia+Ammonium",0.226,"mg/l",NA,NA,0.5
"1668","...180889","BROWARD","'08/04/2008'","110","Ammonia+Ammonium",0.105,"mg/l",NA,NA,0.5
"1669","...180892","BROWARD","'05/14/2008'","10","Ammonia+Ammonium",0.022,"mg/l",NA,NA,0.5
"1670","...180910","BROWARD","'05/14/2008'","49","Ammonia+Ammonium",0.05,"mg/l",NA,NA,0.5
"1671","...180913","BROWARD","'05/14/2008'","22","Ammonia+Ammonium",0.448,"mg/l",NA,NA,0.5
"1672","...180931","BROWARD","'05/14/2008'","28","Ammonia+Ammonium",0.063,"mg/l",NA,NA,0.5
"1673","...180944","BROWARD","'05/14/2008'","21","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1674","...180950","BROWARD","'05/14/2008'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1675","...180956","BROWARD","'05/14/2008'","31","Ammonia+Ammonium",0.088,"mg/l",NA,NA,0.5
"1676","...180969","BROWARD","'05/14/2008'","20","Ammonia+Ammonium",0.047,"mg/l",NA,NA,0.5
"1677","...180983","BROWARD","'05/14/2008'","90","Ammonia+Ammonium",0.031,"mg/l",NA,NA,0.5
"1678","...180990","BROWARD","'05/14/2008'","90","Ammonia+Ammonium",0.061,"mg/l",NA,NA,0.5
"1679","...181000","BROWARD","'05/14/2008'","39","Ammonia+Ammonium",0.083,"mg/l",NA,NA,0.5
"1680","...181021","BROWARD","'05/14/2008'","25","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1681","...181031","BROWARD","'05/14/2008'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1682","...181034","BROWARD","'05/14/2008'","40","Ammonia+Ammonium",0.017,"mg/l",NA,NA,0.5
"1683","...181051","BROWARD","'05/14/2008'","24","Ammonia+Ammonium",0.039,"mg/l",NA,NA,0.5
"1684","...181060","BROWARD","'05/14/2008'","40","Ammonia+Ammonium",0.028,"mg/l",NA,NA,0.5
"1685","...181070","BROWARD","'05/14/2008'","64","Ammonia+Ammonium",0.016,"mg/l",NA,NA,0.5
"1686","...181087","BROWARD","'05/14/2008'","16","Ammonia+Ammonium",0.016,"mg/l",NA,NA,0.5
"1687","...181093","BROWARD","'05/14/2008'","26","Ammonia+Ammonium",0.018,"mg/l",NA,NA,0.5
"1688","...181101","BROWARD","'05/14/2008'","15","Ammonia+Ammonium",0.042,"mg/l",NA,NA,0.5
"1689","...181117","BROWARD","'05/14/2008'","41","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1690","...181130","BROWARD","'05/14/2008'","27","Ammonia+Ammonium",0.035,"mg/l",NA,NA,0.5
"1691","...181133","BROWARD","'05/14/2008'","19","Ammonia+Ammonium",0.028,"mg/l",NA,NA,0.5
"1692","...181153","BROWARD","'05/14/2008'","27","Ammonia+Ammonium",0.036,"mg/l",NA,NA,0.5
"1693","...181159","BROWARD","'05/13/2008'","114","Ammonia+Ammonium",0.186,"mg/l",NA,NA,0.5
"1694","...181168","BROWARD","'05/13/2008'","114","Ammonia+Ammonium",0.216,"mg/l",NA,NA,0.5
"1695","...181182","BROWARD","'05/13/2008'","32","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1696","...181191","BROWARD","'05/13/2008'","29","Ammonia+Ammonium",0.31,"mg/l",NA,NA,0.5
"1697","...181205","BROWARD","'05/13/2008'","23","Ammonia+Ammonium",0.452,"mg/l",NA,NA,0.5
"1698","...181219","BROWARD","'05/12/2008'","111","Ammonia+Ammonium",0.064,"mg/l",NA,NA,0.5
"1699","...181224","BROWARD","'05/12/2008'","112","Ammonia+Ammonium",0.096,"mg/l",NA,NA,0.5
"1700","...181231","BROWARD","'05/12/2008'","8","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1701","...181252","BROWARD","'05/12/2008'","37","Ammonia+Ammonium",0.044,"mg/l",NA,NA,0.5
"1702","...181253","BROWARD","'05/12/2008'","89","Ammonia+Ammonium",0.151,"mg/l",NA,NA,0.5
"1703","...181264","BROWARD","'05/12/2008'","5","Ammonia+Ammonium",0.046,"mg/l",NA,NA,0.5
"1704","...181283","BROWARD","'05/12/2008'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1705","...181295","BROWARD","'05/12/2008'","6","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1706","...181300","BROWARD","'05/12/2008'","4","Ammonia+Ammonium",0.193,"mg/l",NA,NA,0.5
"1707","...181315","BROWARD","'05/12/2008'","35","Ammonia+Ammonium",0.042,"mg/l",NA,NA,0.5
"1708","...181328","BROWARD","'05/12/2008'","35","Ammonia+Ammonium",0.12,"mg/l",NA,NA,0.5
"1709","...181337","BROWARD","'05/12/2008'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1710","...181342","BROWARD","'05/12/2008'","4","Ammonia+Ammonium",0.19,"mg/l",NA,NA,0.5
"1711","...181362","BROWARD","'05/12/2008'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1712","...181368","BROWARD","'05/12/2008'","3","Ammonia+Ammonium",0.16,"mg/l",NA,NA,0.5
"1713","...181382","BROWARD","'05/12/2008'","11","Ammonia+Ammonium",0.026,"mg/l",NA,NA,0.5
"1714","...181393","BROWARD","'05/12/2008'","33","Ammonia+Ammonium",0.052,"mg/l",NA,NA,0.5
"1715","...181400","BROWARD","'05/12/2008'","11","Ammonia+Ammonium",0.026,"mg/l",NA,NA,0.5
"1716","...181410","BROWARD","'05/12/2008'","2","Ammonia+Ammonium",0.038,"mg/l",NA,NA,0.5
"1717","...181426","BROWARD","'05/12/2008'","12","Ammonia+Ammonium",0.026,"mg/l",NA,NA,0.5
"1718","...181434","BROWARD","'05/12/2008'","1","Ammonia+Ammonium",0.09,"mg/l",NA,NA,0.5
"1719","...181447","BROWARD","'05/12/2008'","110","Ammonia+Ammonium",0.072,"mg/l",NA,NA,0.5
"1720","...181454","BROWARD","'05/12/2008'","14","Ammonia+Ammonium",0.024,"mg/l",NA,NA,0.5
"1721","...181470","BROWARD","'02/20/2008'","110","Ammonia+Ammonium",0.063,"mg/l",NA,NA,0.5
"1722","...181474","BROWARD","'02/20/2008'","2","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1723","...181486","BROWARD","'02/20/2008'","22","Ammonia+Ammonium",0.326,"mg/l",NA,NA,0.5
"1724","...181498","BROWARD","'02/20/2008'","28","Ammonia+Ammonium",0.15,"mg/l",NA,NA,0.5
"1725","...181513","BROWARD","'02/20/2008'","10","Ammonia+Ammonium",0.049,"mg/l",NA,NA,0.5
"1726","...181522","BROWARD","'02/20/2008'","31","Ammonia+Ammonium",0.229,"mg/l",NA,NA,0.5
"1727","...181530","BROWARD","'02/20/2008'","4","Ammonia+Ammonium",0.49,"mg/l",NA,NA,0.5
"1728","...181541","BROWARD","'02/20/2008'","4","Ammonia+Ammonium",0.486,"mg/l",NA,NA,0.5
"1729","...181557","BROWARD","'02/20/2008'","31","Ammonia+Ammonium",0.228,"mg/l",NA,NA,0.5
"1730","...181568","BROWARD","'02/20/2008'","49","Ammonia+Ammonium",0.059,"mg/l",NA,NA,0.5
"1731","...181576","BROWARD","'02/20/2008'","3","Ammonia+Ammonium",0.063,"mg/l",NA,NA,0.5
"1732","...181586","BROWARD","'02/20/2008'","38","Ammonia+Ammonium",0.02,"mg/l",NA,NA,0.5
"1733","...181601","BROWARD","'02/20/2008'","25","Ammonia+Ammonium",0.287,"mg/l",NA,NA,0.5
"1734","...181608","BROWARD","'02/20/2008'","8","Ammonia+Ammonium",0.038,"mg/l",NA,NA,0.5
"1735","...181619","BROWARD","'02/20/2008'","40","Ammonia+Ammonium",0.017,"mg/l",NA,NA,0.5
"1736","...181628","BROWARD","'02/20/2008'","26","Ammonia+Ammonium",0.268,"mg/l",NA,NA,0.5
"1737","...181644","BROWARD","'02/20/2008'","89","Ammonia+Ammonium",0.184,"mg/l",NA,NA,0.5
"1738","...181650","BROWARD","'02/20/2008'","40","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1739","...181662","BROWARD","'02/20/2008'","24","Ammonia+Ammonium",0.078,"mg/l",NA,NA,0.5
"1740","...181678","BROWARD","'02/20/2008'","41","Ammonia+Ammonium",0.04,"mg/l",NA,NA,0.5
"1741","...181687","BROWARD","'02/20/2008'","27","Ammonia+Ammonium",0.175,"mg/l",NA,NA,0.5
"1742","...181699","BROWARD","'02/19/2008'","32","Ammonia+Ammonium",0.158,"mg/l",NA,NA,0.5
"1743","...181706","BROWARD","'02/19/2008'","114","Ammonia+Ammonium",0.188,"mg/l",NA,NA,0.5
"1744","...181715","BROWARD","'02/19/2008'","114","Ammonia+Ammonium",0.19,"mg/l",NA,NA,0.5
"1745","...181726","BROWARD","'02/19/2008'","29","Ammonia+Ammonium",0.284,"mg/l",NA,NA,0.5
"1746","...181738","BROWARD","'02/19/2008'","23","Ammonia+Ammonium",0.457,"mg/l",NA,NA,0.5
"1747","...181753","BROWARD","'02/18/2008'","37","Ammonia+Ammonium",0.033,"mg/l",NA,NA,0.5
"1748","...181762","BROWARD","'02/18/2008'","36","Ammonia+Ammonium",0.043,"mg/l",NA,NA,0.5
"1749","...181776","BROWARD","'02/18/2008'","35","Ammonia+Ammonium",0.047,"mg/l",NA,NA,0.5
"1750","...181784","BROWARD","'02/18/2008'","35","Ammonia+Ammonium",0.046,"mg/l",NA,NA,0.5
"1751","...181792","BROWARD","'02/18/2008'","21","Ammonia+Ammonium",0.12,"mg/l",NA,NA,0.5
"1752","...181804","BROWARD","'02/18/2008'","34","Ammonia+Ammonium",0.027,"mg/l",NA,NA,0.5
"1753","...181817","BROWARD","'02/18/2008'","20","Ammonia+Ammonium",0.117,"mg/l",NA,NA,0.5
"1754","...181827","BROWARD","'02/18/2008'","90","Ammonia+Ammonium",0.046,"mg/l",NA,NA,0.5
"1755","...181839","BROWARD","'02/18/2008'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1756","...181849","BROWARD","'02/18/2008'","90","Ammonia+Ammonium",0.056,"mg/l",NA,NA,0.5
"1757","...181864","BROWARD","'02/18/2008'","6","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"1758","...181873","BROWARD","'02/18/2008'","5","Ammonia+Ammonium",0.089,"mg/l",NA,NA,0.5
"1759","...181884","BROWARD","'02/18/2008'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1760","...181900","BROWARD","'02/18/2008'","111","Ammonia+Ammonium",0.103,"mg/l",NA,NA,0.5
"1761","...181907","BROWARD","'02/18/2008'","64","Ammonia+Ammonium",0.194,"mg/l",NA,NA,0.5
"1762","...181923","BROWARD","'02/18/2008'","112","Ammonia+Ammonium",0.09,"mg/l",NA,NA,0.5
"1763","...181934","BROWARD","'02/18/2008'","16","Ammonia+Ammonium",0.258,"mg/l",NA,NA,0.5
"1764","...181941","BROWARD","'02/18/2008'","11","Ammonia+Ammonium",0.027,"mg/l",NA,NA,0.5
"1765","...181947","BROWARD","'02/18/2008'","33","Ammonia+Ammonium",0.078,"mg/l",NA,NA,0.5
"1766","...181958","BROWARD","'02/18/2008'","11","Ammonia+Ammonium",0.03,"mg/l",NA,NA,0.5
"1767","...181969","BROWARD","'02/18/2008'","15","Ammonia+Ammonium",0.067,"mg/l",NA,NA,0.5
"1768","...181989","BROWARD","'02/18/2008'","1","Ammonia+Ammonium",0.107,"mg/l",NA,NA,0.5
"1769","...181998","BROWARD","'02/18/2008'","12","Ammonia+Ammonium",0.04,"mg/l",NA,NA,0.5
"1770","...182006","BROWARD","'02/18/2008'","19","Ammonia+Ammonium",0.073,"mg/l",NA,NA,0.5
"1771","...182021","BROWARD","'02/18/2008'","14","Ammonia+Ammonium",0.203,"mg/l",NA,NA,0.5
"1772","...182025","BROWARD","'11/15/2007'","20","Ammonia+Ammonium",0.041,"mg/l",NA,NA,0.5
"1773","...182034","BROWARD","'11/15/2007'","10","Ammonia+Ammonium",0.019,"mg/l",NA,NA,0.5
"1774","...182042","BROWARD","'11/15/2007'","90","Ammonia+Ammonium",0.055,"mg/l",NA,NA,0.5
"1775","...182050","BROWARD","'11/15/2007'","22","Ammonia+Ammonium",0.573,"mg/l",NA,NA,0.5
"1776","...182061","BROWARD","'11/15/2007'","90","Ammonia+Ammonium",0.07,"mg/l",NA,NA,0.5
"1777","...182075","BROWARD","'11/15/2007'","49","Ammonia+Ammonium",0.033,"mg/l",NA,NA,0.5
"1778","...182085","BROWARD","'11/15/2007'","28","Ammonia+Ammonium",0.164,"mg/l",NA,NA,0.5
"1779","...182093","BROWARD","'11/15/2007'","19","Ammonia+Ammonium",0.069,"mg/l",NA,NA,0.5
"1780","...182098","BROWARD","'11/15/2007'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1781","...182105","BROWARD","'11/15/2007'","31","Ammonia+Ammonium",0.171,"mg/l",NA,NA,0.5
"1782","...182119","BROWARD","'11/15/2007'","15","Ammonia+Ammonium",0.018,"mg/l",NA,NA,0.5
"1783","...182129","BROWARD","'11/15/2007'","39","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1784","...182134","BROWARD","'11/15/2007'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1785","...182140","BROWARD","'11/15/2007'","16","Ammonia+Ammonium",0.106,"mg/l",NA,NA,0.5
"1786","...182153","BROWARD","'11/15/2007'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1787","...182159","BROWARD","'11/15/2007'","25","Ammonia+Ammonium",0.31,"mg/l",NA,NA,0.5
"1788","...182167","BROWARD","'11/15/2007'","64","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1789","...182179","BROWARD","'11/15/2007'","41","Ammonia+Ammonium",0.039,"mg/l",NA,NA,0.5
"1790","...182193","BROWARD","'11/15/2007'","24","Ammonia+Ammonium",0.083,"mg/l",NA,NA,0.5
"1791","...182197","BROWARD","'11/15/2007'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1792","...182210","BROWARD","'11/15/2007'","26","Ammonia+Ammonium",0.172,"mg/l",NA,NA,0.5
"1793","...182220","BROWARD","'11/15/2007'","27","Ammonia+Ammonium",0.124,"mg/l",NA,NA,0.5
"1794","...182228","BROWARD","'11/15/2007'","21","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1795","...182235","BROWARD","'11/15/2007'","27","Ammonia+Ammonium",0.498,"mg/l",NA,NA,0.5
"1796","...182240","BROWARD","'11/14/2007'","89","Ammonia+Ammonium",0.134,"mg/l",NA,NA,0.5
"1797","...182253","BROWARD","'11/14/2007'","37","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1798","...182265","BROWARD","'11/14/2007'","8","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1799","...182269","BROWARD","'11/14/2007'","111","Ammonia+Ammonium",0.083,"mg/l",NA,NA,0.5
"1800","...182278","BROWARD","'11/14/2007'","36","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1801","...182286","BROWARD","'11/14/2007'","112","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1802","...182295","BROWARD","'11/14/2007'","5","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"1803","...182310","BROWARD","'11/14/2007'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1804","...182318","BROWARD","'11/14/2007'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1805","...182328","BROWARD","'11/14/2007'","4","Ammonia+Ammonium",0.537,"mg/l",NA,NA,0.5
"1806","...182329","BROWARD","'11/14/2007'","4","Ammonia+Ammonium",0.531,"mg/l",NA,NA,0.5
"1807","...182339","BROWARD","'11/14/2007'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1808","...182350","BROWARD","'11/14/2007'","6","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1809","...182361","BROWARD","'11/14/2007'","3","Ammonia+Ammonium",0.18,"mg/l",NA,NA,0.5
"1810","...182365","BROWARD","'11/14/2007'","33","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1811","...182380","BROWARD","'11/14/2007'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1812","...182386","BROWARD","'11/14/2007'","1","Ammonia+Ammonium",0.083,"mg/l",NA,NA,0.5
"1813","...182398","BROWARD","'11/14/2007'","2","Ammonia+Ammonium",0.031,"mg/l",NA,NA,0.5
"1814","...182406","BROWARD","'11/14/2007'","11","Ammonia+Ammonium",0.024,"mg/l",NA,NA,0.5
"1815","...182413","BROWARD","'11/14/2007'","11","Ammonia+Ammonium",0.026,"mg/l",NA,NA,0.5
"1816","...182419","BROWARD","'11/14/2007'","12","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1817","...182431","BROWARD","'11/14/2007'","110","Ammonia+Ammonium",0.118,"mg/l",NA,NA,0.5
"1818","...182437","BROWARD","'11/14/2007'","14","Ammonia+Ammonium",0.382,"mg/l",NA,NA,0.5
"1819","...182450","BROWARD","'11/13/2007'","114","Ammonia+Ammonium",0.379,"mg/l",NA,NA,0.5
"1820","...182462","BROWARD","'11/13/2007'","114","Ammonia+Ammonium",0.367,"mg/l",NA,NA,0.5
"1821","...182469","BROWARD","'11/13/2007'","32","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1822","...182481","BROWARD","'11/13/2007'","29","Ammonia+Ammonium",0.434,"mg/l",NA,NA,0.5
"1823","...182489","BROWARD","'11/13/2007'","23","Ammonia+Ammonium",0.422,"mg/l",NA,NA,0.5
"1824","...182497","BROWARD","'08/22/2007'","89","Ammonia+Ammonium",0.092,"mg/l",NA,NA,0.5
"1825","...182506","BROWARD","'08/22/2007'","8","Ammonia+Ammonium",0.035,"mg/l",NA,NA,0.5
"1826","...182523","BROWARD","'08/22/2007'","10","Ammonia+Ammonium",0.029,"mg/l",NA,NA,0.5
"1827","...182531","BROWARD","'08/22/2007'","28","Ammonia+Ammonium",0.339,"mg/l",NA,NA,0.5
"1828","...182539","BROWARD","'08/22/2007'","49","Ammonia+Ammonium",0.051,"mg/l",NA,NA,0.5
"1829","...182553","BROWARD","'08/22/2007'","4","Ammonia+Ammonium",0.199,"mg/l",NA,NA,0.5
"1830","...182564","BROWARD","'08/22/2007'","4","Ammonia+Ammonium",0.198,"mg/l",NA,NA,0.5
"1831","...182569","BROWARD","'08/22/2007'","38","Ammonia+Ammonium",0.016,"mg/l",NA,NA,0.5
"1832","...182587","BROWARD","'08/22/2007'","31","Ammonia+Ammonium",0.16,"mg/l",NA,NA,0.5
"1833","...182592","BROWARD","'08/22/2007'","3","Ammonia+Ammonium",0.184,"mg/l",NA,NA,0.5
"1834","...182610","BROWARD","'08/22/2007'","39","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1835","...182614","BROWARD","'08/22/2007'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1836","...182625","BROWARD","'08/22/2007'","25","Ammonia+Ammonium",0.111,"mg/l",NA,NA,0.5
"1837","...182637","BROWARD","'08/22/2007'","24","Ammonia+Ammonium",0.05,"mg/l",NA,NA,0.5
"1838","...182650","BROWARD","'08/22/2007'","40","Ammonia+Ammonium",0.029,"mg/l",NA,NA,0.5
"1839","...182659","BROWARD","'08/22/2007'","2","Ammonia+Ammonium",0.03,"mg/l",NA,NA,0.5
"1840","...182667","BROWARD","'08/22/2007'","41","Ammonia+Ammonium",0.022,"mg/l",NA,NA,0.5
"1841","...182682","BROWARD","'08/22/2007'","26","Ammonia+Ammonium",0.09,"mg/l",NA,NA,0.5
"1842","...182690","BROWARD","'08/22/2007'","27","Ammonia+Ammonium",0.134,"mg/l",NA,NA,0.5
"1843","...182703","BROWARD","'08/22/2007'","110","Ammonia+Ammonium",0.071,"mg/l",NA,NA,0.5
"1844","...182720","BROWARD","'08/22/2007'","27","Ammonia+Ammonium",0.127,"mg/l",NA,NA,0.5
"1845","...182732","BROWARD","'08/21/2007'","114","Ammonia+Ammonium",0.033,"mg/l",NA,NA,0.5
"1846","...182740","BROWARD","'08/21/2007'","114","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1847","...182752","BROWARD","'08/21/2007'","32","Ammonia+Ammonium",0.149,"mg/l",NA,NA,0.5
"1848","...182761","BROWARD","'08/21/2007'","29","Ammonia+Ammonium",0.647,"mg/l",NA,NA,0.5
"1849","...182775","BROWARD","'08/21/2007'","23","Ammonia+Ammonium",0.314,"mg/l",NA,NA,0.5
"1850","...182786","BROWARD","'08/20/2007'","37","Ammonia+Ammonium",0.015,"mg/l",NA,NA,0.5
"1851","...182795","BROWARD","'08/20/2007'","36","Ammonia+Ammonium",0.016,"mg/l",NA,NA,0.5
"1852","...182803","BROWARD","'08/20/2007'","21","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1853","...182816","BROWARD","'08/20/2007'","111","Ammonia+Ammonium",0.024,"mg/l",NA,NA,0.5
"1854","...182828","BROWARD","'08/20/2007'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1855","...182840","BROWARD","'08/20/2007'","112","Ammonia+Ammonium",0.04,"mg/l",NA,NA,0.5
"1856","...182851","BROWARD","'08/20/2007'","20","Ammonia+Ammonium",0.074,"mg/l",NA,NA,0.5
"1857","...182854","BROWARD","'08/20/2007'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1858","...182874","BROWARD","'08/20/2007'","90","Ammonia+Ammonium",0.059,"mg/l",NA,NA,0.5
"1859","...182883","BROWARD","'08/20/2007'","5","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1860","...182893","BROWARD","'08/20/2007'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1861","...182898","BROWARD","'08/20/2007'","90","Ammonia+Ammonium",0.074,"mg/l",NA,NA,0.5
"1862","...182911","BROWARD","'08/20/2007'","33","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1863","...182930","BROWARD","'08/20/2007'","6","Ammonia+Ammonium",0.061,"mg/l",NA,NA,0.5
"1864","...182938","BROWARD","'08/20/2007'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1865","...182948","BROWARD","'08/20/2007'","1","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1866","...182961","BROWARD","'08/20/2007'","64","Ammonia+Ammonium",0.038,"mg/l",NA,NA,0.5
"1867","...182974","BROWARD","'08/20/2007'","7","Ammonia+Ammonium",0.026,"mg/l",NA,NA,0.5
"1868","...182978","BROWARD","'08/20/2007'","16","Ammonia+Ammonium",0.108,"mg/l",NA,NA,0.5
"1869","...182996","BROWARD","'08/20/2007'","11","Ammonia+Ammonium",0.055,"mg/l",NA,NA,0.5
"1870","...183005","BROWARD","'08/20/2007'","11","Ammonia+Ammonium",0.065,"mg/l",NA,NA,0.5
"1871","...183011","BROWARD","'08/20/2007'","15","Ammonia+Ammonium",0.083,"mg/l",NA,NA,0.5
"1872","...183028","BROWARD","'08/20/2007'","12","Ammonia+Ammonium",0.086,"mg/l",NA,NA,0.5
"1873","...183040","BROWARD","'08/20/2007'","14","Ammonia+Ammonium",0.216,"mg/l",NA,NA,0.5
"1874","...183043","BROWARD","'08/20/2007'","19","Ammonia+Ammonium",0.114,"mg/l",NA,NA,0.5
"1875","...183059","BROWARD","'05/16/2007'","20","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"1876","...183064","BROWARD","'05/16/2007'","22","Ammonia+Ammonium",0.453,"mg/l",NA,NA,0.5
"1877","...183077","BROWARD","'05/16/2007'","90","Ammonia+Ammonium",0.022,"mg/l",NA,NA,0.5
"1878","...183085","BROWARD","'05/16/2007'","90","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1879","...183106","BROWARD","'05/16/2007'","10","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1880","...183114","BROWARD","'05/16/2007'","28","Ammonia+Ammonium",0.379,"mg/l",NA,NA,0.5
"1881","...183122","BROWARD","'05/16/2007'","19","Ammonia+Ammonium",0.054,"mg/l",NA,NA,0.5
"1882","...183129","BROWARD","'05/16/2007'","49","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1883","...183149","BROWARD","'05/16/2007'","31","Ammonia+Ammonium",0.116,"mg/l",NA,NA,0.5
"1884","...183152","BROWARD","'05/16/2007'","15","Ammonia+Ammonium",0.023,"mg/l",NA,NA,0.5
"1885","...183163","BROWARD","'05/16/2007'","38","Ammonia+Ammonium",0.016,"mg/l",NA,NA,0.5
